,hand,flowers,score,wind,dir,flowernum,pairs,pongs,kongs,halfchi,suites missing
6321,"['tong2', 'tong3', 'tong6', 'tiao1', 'tiao3', 'tiao4', 'tiao6', 'tiao9', 'wan7', 'bei', 'hz', 'bb', 'fc']",[],5,4,1,0,0,0,0,4,0
6322,"['tong1', 'tong6', 'tong7', 'tiao1', 'tiao5', 'wan2', 'wan2', 'wan2', 'dong', 'nan', 'bei', 'hz', 'fc']",['flower3'],7,1,3,1,1,1,0,1,0
6323,"['tong2', 'tong2', 'tong7', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao9', 'wan2', 'wan4', 'wan4', 'dong', 'fc']",[],10,4,2,0,3,0,0,3,0
6324,"['tong1', 'tong4', 'tiao1', 'tiao3', 'tiao5', 'tiao7', 'wan2', 'wan2', 'wan6', 'wan8', 'nan', 'bei', 'bb']",['flower4'],6,3,3,1,1,0,0,4,0
6325,"['tong2', 'tong7', 'tong8', 'tong9', 'tiao5', 'tiao6', 'tiao7', 'wan5', 'wan7', 'wan7', 'bei', 'hz', 'fc']",[],8,3,3,0,1,0,0,5,0
6326,"['tong1', 'tong4', 'tong6', 'tong8', 'tong8', 'tiao4', 'tiao4', 'tiao6', 'tiao6', 'wan2', 'wan3', 'wan5', 'fc']",[],13,3,1,0,3,0,0,6,0
6327,"['tong2', 'tong4', 'tong4', 'tong9', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'tiao6', 'tiao7', 'wan4', 'wan4', 'bei']",['flower3'],10,4,4,1,2,0,0,6,0
6328,"['tong6', 'tiao1', 'tiao3', 'tiao8', 'tiao9', 'tiao9', 'tiao9', 'wan7', 'wan8', 'wan9', 'xi', 'hz', 'fc']","['flower1', 'flower4']",9,3,2,2,1,1,0,4,0
6329,"['tong7', 'tong8', 'tong9', 'tiao6', 'wan1', 'wan3', 'wan4', 'wan6', 'dong', 'nan', 'xi', 'xi', 'bei']",[],9,3,3,0,1,0,0,5,0
6330,"['tong1', 'tong2', 'tong3', 'tong4', 'tong5', 'tiao5', 'wan3', 'wan5', 'dong', 'nan', 'xi', 'fc', 'fc']",[],9,4,3,0,1,0,0,5,0
6331,"['tong1', 'tong2', 'tong4', 'tong7', 'tiao2', 'tiao5', 'tiao7', 'wan1', 'wan3', 'wan9', 'xi', 'bei', 'hz']",[],5,3,1,0,0,0,0,4,0
6332,"['tong5', 'tong5', 'tong6', 'tong7', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao6', 'wan1', 'bei', 'fc']","['flower1', 'flower3']",11,3,2,2,1,0,0,8,0
6333,"['tong1', 'tong2', 'tong6', 'tiao2', 'tiao7', 'wan1', 'wan2', 'wan2', 'wan5', 'dong', 'bei', 'hz', 'bb']",[],5,2,3,0,1,0,0,2,0
6334,"['tong3', 'tong3', 'tong3', 'tong6', 'tong6', 'tong8', 'tiao5', 'wan4', 'wan5', 'nan', 'xi', 'bei', 'bb']",[],11,2,4,0,2,1,0,3,0
6335,"['tong6', 'tong9', 'tiao2', 'tiao4', 'tiao5', 'wan1', 'wan5', 'dong', 'xi', 'bei', 'hz', 'hz', 'fc']",['flower2'],5,1,3,1,1,0,0,2,0
6336,"['tiao2', 'tiao9', 'wan2', 'wan2', 'wan5', 'wan6', 'wan7', 'wan7', 'dong', 'nan', 'nan', 'nan', 'xi']",[],18,3,3,0,3,1,0,2,1
6337,"['tong2', 'tong3', 'tong4', 'tong7', 'tong9', 'tiao4', 'tiao6', 'tiao6', 'tiao6', 'tiao7', 'wan3', 'dong', 'nan']",['flower2'],12,1,1,1,1,1,0,7,0
6338,"['tong2', 'tong4', 'tong8', 'tiao1', 'tiao3', 'tiao9', 'tiao9', 'wan2', 'wan5', 'wan8', 'dong', 'hz', 'fc']",['flower3'],4,2,2,1,1,0,0,2,0
6339,"['tong4', 'tong6', 'tiao1', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan3', 'wan4', 'wan6', 'wan6', 'wan7', 'xi']",[],10,1,1,0,1,0,0,7,0
6340,"['tong8', 'tong9', 'tiao3', 'tiao7', 'tiao8', 'tiao9', 'tiao9', 'wan3', 'wan4', 'wan6', 'wan9', 'dong', 'xi']",['flower4'],7,2,2,1,1,0,0,5,0
6341,"['tong4', 'tong6', 'tong6', 'tiao4', 'tiao6', 'tiao6', 'tiao8', 'tiao9', 'wan1', 'wan3', 'wan8', 'wan9', 'wan9']",[],14,3,2,0,3,0,0,7,0
6342,"['tong1', 'tong2', 'tong9', 'tiao5', 'tiao6', 'wan2', 'wan3', 'wan4', 'wan7', 'wan9', 'xi', 'bei', 'hz']",['flower4'],7,4,4,1,0,0,0,5,0
6343,"['tong2', 'tong5', 'tong8', 'tong9', 'tiao3', 'tiao3', 'tiao8', 'wan2', 'wan5', 'wan7', 'wan9', 'dong', 'bei']",[],6,1,4,0,1,0,0,3,0
6344,"['tong2', 'tong5', 'tong6', 'tong8', 'tiao3', 'tiao4', 'tiao6', 'tiao7', 'wan8', 'wan8', 'dong', 'hz', 'bb']",['flower2'],7,3,1,1,1,0,0,5,0
6345,"['tong1', 'tong5', 'tong6', 'tiao1', 'tiao2', 'tiao2', 'tiao4', 'tiao8', 'wan1', 'wan1', 'wan2', 'dong', 'xi']",[],11,2,1,0,2,0,0,6,0
6346,"['tong2', 'tong3', 'tong5', 'tiao6', 'tiao7', 'wan1', 'wan3', 'wan5', 'wan6', 'wan6', 'wan7', 'dong', 'bei']",['flower3'],11,3,1,1,1,0,0,8,0
6347,"['tong3', 'tong7', 'tiao1', 'tiao4', 'tiao5', 'tiao6', 'tiao8', 'wan1', 'wan2', 'wan4', 'wan8', 'wan9', 'hz']",['flower3'],6,4,2,1,0,0,0,6,0
6348,"['tong3', 'tong5', 'tong5', 'tiao1', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'wan4', 'wan6', 'wan7', 'nan', 'hz']",[],12,1,2,0,2,0,0,7,0
6349,"['tong1', 'tong4', 'tong6', 'tong7', 'tong8', 'tiao1', 'tiao7', 'wan2', 'wan5', 'wan6', 'wan7', 'wan9', 'bb']",[],7,4,4,0,0,0,0,6,0
6350,"['tong2', 'tong2', 'tong3', 'tong7', 'tong8', 'tong8', 'tiao4', 'tiao5', 'tiao8', 'wan5', 'wan6', 'hz', 'fc']",['flower1'],9,4,4,1,2,0,0,5,0
6351,"['tong8', 'tiao1', 'tiao4', 'tiao5', 'tiao6', 'tiao7', 'wan1', 'wan4', 'wan5', 'xi', 'bei', 'hz', 'hz']",['flower2'],7,1,4,1,1,0,0,4,0
6352,"['tong3', 'tong4', 'tong5', 'tong6', 'tong8', 'tiao1', 'tiao4', 'tiao6', 'wan4', 'wan6', 'wan7', 'wan9', 'hz']","['flower1', 'flower3']",10,3,1,2,0,0,0,8,0
6353,"['tong1', 'tong6', 'tong7', 'tong9', 'tiao2', 'tiao5', 'tiao8', 'wan4', 'wan6', 'wan7', 'wan8', 'xi', 'xi']",[],9,4,1,0,1,0,0,5,0
6354,"['tong1', 'tong2', 'tong5', 'tong8', 'tiao2', 'tiao5', 'tiao7', 'wan4', 'wan4', 'wan5', 'wan6', 'wan9', 'xi']","['flower2', 'flower3']",9,3,3,2,1,0,0,5,0
6355,"['tong3', 'tong4', 'tong5', 'tong8', 'tiao1', 'tiao2', 'tiao2', 'tiao4', 'tiao6', 'tiao6', 'wan4', 'wan9', 'xi']","['flower1', 'flower3', 'flower3']",12,1,3,3,2,0,0,6,0
6356,"['tong5', 'tong7', 'tong9', 'tiao2', 'tiao3', 'tiao6', 'wan3', 'wan3', 'wan4', 'wan4', 'wan6', 'wan6', 'wan9']",[],14,4,2,0,3,0,0,7,0
6357,"['tong4', 'tong5', 'tong7', 'tiao1', 'tiao7', 'wan1', 'wan7', 'nan', 'nan', 'nan', 'hz', 'bb']","['flower1', 'flower4']",10,3,1,2,1,1,0,2,0
6358,"['tong1', 'tong3', 'tong3', 'tong5', 'tong6', 'tong7', 'tiao2', 'tiao3', 'tiao3', 'tiao4', 'wan4', 'wan5', 'wan9']",['flower4'],14,1,4,1,2,0,0,9,0
6359,"['tong1', 'tong6', 'tong8', 'tiao1', 'tiao5', 'tiao7', 'wan3', 'wan5', 'wan7', 'wan9', 'xi', 'fc', 'fc']",[],9,3,2,0,1,0,0,5,0
6360,"['tong2', 'tong6', 'tong7', 'tong9', 'tiao4', 'tiao5', 'wan5', 'wan7', 'xi', 'bei', 'hz', 'hz', 'bb']",[],8,3,1,0,1,0,0,4,0
6361,"['tong3', 'tong6', 'tong6', 'tong6', 'tong8', 'tong9', 'tiao4', 'tiao9', 'wan7', 'wan7', 'wan9', 'bb', 'bb']",[],17,3,1,0,3,1,0,6,0
6362,"['tong4', 'tong8', 'tiao2', 'tiao7', 'tiao8', 'wan3', 'wan3', 'wan7', 'wan7', 'wan8', 'nan', 'bei', 'bb']","['flower2', 'flower3', 'flower4']",8,1,4,3,2,0,0,3,0
6363,"['tong2', 'tong5', 'tong6', 'tiao4', 'tiao4', 'tiao7', 'tiao7', 'wan4', 'wan4', 'wan7', 'dong', 'nan', 'nan']",['flower1'],11,1,3,1,4,0,0,1,0
6364,"['tong1', 'tong4', 'tong5', 'tong6', 'tong6', 'tong7', 'tiao5', 'tiao9', 'wan8', 'nan', 'xi', 'xi', 'fc']",[],10,4,3,0,2,0,0,4,0
6365,"['tong7', 'tiao1', 'tiao3', 'tiao7', 'tiao8', 'tiao8', 'wan1', 'wan3', 'wan6', 'wan8', 'hz', 'hz', 'bb']",[],10,1,2,0,2,0,0,4,0
6366,"['tong4', 'tong5', 'tong7', 'tiao1', 'tiao7', 'wan2', 'wan6', 'wan6', 'wan9', 'dong', 'dong', 'xi', 'fc']","['flower3', 'flower4']",7,1,1,2,2,0,0,2,0
6367,"['tong2', 'tong2', 'tong2', 'tong3', 'tong4', 'tong7', 'tiao6', 'tiao6', 'wan1', 'xi', 'xi', 'bb', 'fc']",[],15,4,1,0,3,1,0,4,0
6368,"['tong8', 'tong9', 'wan2', 'wan3', 'wan3', 'wan4', 'wan7', 'wan8', 'dong', 'xi', 'bei', 'hz', 'bb']",['flower1'],11,4,2,1,1,0,0,5,1
6369,"['tong7', 'tong9', 'tiao5', 'tiao5', 'wan1', 'wan1', 'wan4', 'wan5', 'wan5', 'wan5', 'wan6', 'wan7', 'dong']",[],16,1,1,0,3,1,0,6,0
6370,"['tong2', 'tong3', 'tong8', 'tong9', 'tong9', 'tiao1', 'tiao9', 'wan2', 'wan3', 'wan9', 'xi', 'xi', 'bei']",[],9,2,1,0,2,0,0,3,0
6371,"['tong2', 'tong8', 'tiao5', 'tiao5', 'tiao8', 'wan3', 'wan5', 'wan7', 'wan9', 'dong', 'nan', 'bei', 'bei']",['flower4'],9,4,2,1,2,0,0,3,0
6372,"['tong2', 'tong4', 'tong5', 'tiao1', 'tiao2', 'tiao8', 'tiao9', 'wan1', 'wan2', 'wan5', 'wan8', 'wan8', 'hz']",['flower2'],8,1,2,1,1,0,0,5,0
6373,"['tong3', 'tong7', 'tiao7', 'tiao8', 'tiao9', 'wan3', 'wan4', 'wan7', 'wan8', 'nan', 'bei', 'fc', 'fc']",[],8,2,1,0,1,0,0,4,0
6374,"['tong4', 'tong8', 'tiao4', 'tiao4', 'tiao5', 'tiao6', 'tiao9', 'wan1', 'wan6', 'wan8', 'hz', 'bb', 'bb']",[],10,3,2,0,2,0,0,4,0
6375,"['tong3', 'tong8', 'tiao1', 'tiao4', 'tiao4', 'tiao5', 'tiao8', 'tiao9', 'wan3', 'wan4', 'xi', 'hz', 'hz']",[],10,3,4,0,2,0,0,4,0
6376,"['tong2', 'tong5', 'tong7', 'tong8', 'tiao6', 'tiao6', 'tiao8', 'tiao9', 'wan7', 'xi', 'bei', 'hz', 'fc']",['flower3'],8,4,3,1,1,0,0,5,0
6377,"['tong1', 'tong2', 'tong4', 'tong5', 'tong7', 'tiao2', 'wan4', 'wan4', 'wan5', 'wan8', 'xi', 'bei', 'bei']",['flower4'],11,1,3,1,2,0,0,6,0
6378,"['tong1', 'tong5', 'tong6', 'tong8', 'tiao6', 'tiao7', 'tiao8', 'wan2', 'wan2', 'wan3', 'nan', 'bei', 'hz']",['flower2'],8,1,3,1,1,0,0,6,0
6379,"['tong7', 'tong8', 'tong9', 'tiao6', 'tiao7', 'wan2', 'wan8', 'wan9', 'dong', 'hz', 'hz', 'bb', 'fc']",[],8,2,4,0,1,0,0,4,0
6380,"['tong1', 'tong1', 'tong2', 'tong6', 'tong8', 'tong8', 'tiao8', 'tiao9', 'wan1', 'wan2', 'wan8', 'wan8', 'wan9']",[],14,3,4,0,3,0,0,7,0
6381,"['tong3', 'tong4', 'tiao1', 'tiao2', 'tiao6', 'tiao9', 'wan1', 'wan2', 'wan4', 'wan7', 'nan', 'xi', 'bb']",[],5,4,2,0,0,0,0,4,0
6382,"['tong2', 'tong3', 'tong4', 'tong5', 'tong8', 'tong8', 'tong9', 'tiao6', 'tiao8', 'wan1', 'wan3', 'wan6', 'wan8']",[],11,1,1,0,1,0,0,8,0
6383,"['tong7', 'tong9', 'tiao3', 'tiao6', 'tiao6', 'tiao8', 'wan1', 'wan2', 'wan2', 'wan5', 'wan7', 'wan8', 'nan']",[],11,1,4,0,2,0,0,6,0
6384,"['tong3', 'tong4', 'tong6', 'tong9', 'tiao1', 'tiao6', 'tiao9', 'wan7', 'wan9', 'wan9', 'dong', 'hz', 'hz']",[],9,2,3,0,2,0,0,3,0
6385,"['tong3', 'tong5', 'tong5', 'tong7', 'tiao6', 'tiao7', 'tiao9', 'wan1', 'wan1', 'wan3', 'wan4', 'wan6', 'wan8']",[],15,4,2,0,2,0,0,10,0
6386,"['tong2', 'tong4', 'tiao5', 'tiao6', 'wan1', 'wan1', 'wan2', 'wan5', 'wan6', 'wan7', 'wan9', 'hz', 'bb']",[],10,3,3,0,1,0,0,7,0
6387,"['tong2', 'tong4', 'tong6', 'tong7', 'tong8', 'tong9', 'tiao3', 'tiao8', 'tiao9', 'wan5', 'wan7', 'wan9', 'hz']",['flower4'],8,3,2,1,0,0,0,8,0
6388,"['tong1', 'tong5', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao6', 'wan2', 'wan5', 'wan8', 'fc', 'fc']",[],9,3,2,0,1,0,0,5,0
6389,"['tong7', 'tiao4', 'tiao7', 'tiao9', 'wan1', 'wan1', 'wan1', 'wan4', 'wan4', 'wan5', 'wan9', 'dong', 'bei']",[],11,3,4,0,2,1,0,3,0
6390,"['tong1', 'tong2', 'tong5', 'tong6', 'tong9', 'tiao2', 'tiao5', 'tiao5', 'tiao8', 'wan2', 'wan6', 'bb', 'fc']",['flower3'],4,4,2,1,1,0,0,2,0
6391,"['tong2', 'tong8', 'tiao1', 'tiao2', 'tiao5', 'wan1', 'wan3', 'wan3', 'wan4', 'wan5', 'wan7', 'nan', 'bei']",[],9,4,2,0,1,0,0,6,0
6392,"['tong5', 'tong5', 'tiao1', 'tiao6', 'tiao6', 'tiao7', 'tiao9', 'wan1', 'wan3', 'nan', 'xi', 'hz', 'bb']",[],9,3,1,0,2,0,0,4,0
6393,"['tong3', 'tong6', 'tiao5', 'tiao8', 'wan2', 'wan3', 'wan5', 'wan7', 'wan9', 'nan', 'xi', 'hz', 'hz']",[],8,1,4,0,1,0,0,4,0
6394,"['tong3', 'tong3', 'tong8', 'tiao1', 'tiao6', 'tiao9', 'wan1', 'wan1', 'wan1', 'wan5', 'wan9', 'hz', 'bb']",['flower1'],7,2,3,1,2,1,0,0,0
6395,"['tong1', 'tong1', 'tong5', 'tong8', 'tong9', 'tiao7', 'wan1', 'wan2', 'wan7', 'wan8', 'wan9', 'nan', 'xi']",[],7,3,4,0,1,0,0,4,0
6396,"['tong2', 'tong5', 'tong8', 'tong9', 'tiao2', 'wan2', 'wan3', 'wan7', 'dong', 'dong', 'nan', 'bei', 'hz']","['flower3', 'flower3']",6,3,2,2,1,0,0,2,0
6397,"['tong2', 'tong6', 'tiao3', 'wan1', 'wan2', 'wan3', 'wan5', 'wan8', 'wan9', 'nan', 'xi', 'bei', 'bb']",[],5,3,2,0,0,0,0,4,0
6398,"['tong4', 'tiao1', 'tiao2', 'tiao2', 'tiao2', 'tiao5', 'tiao8', 'wan4', 'wan4', 'wan6', 'wan7', 'dong', 'fc']",[],12,4,3,0,2,1,0,4,0
6399,"['tong1', 'tong3', 'tong6', 'tong6', 'tong9', 'tiao3', 'tiao4', 'tiao5', 'tiao5', 'tiao7', 'tiao9', 'wan4', 'fc']",['flower4'],10,1,3,1,2,0,0,6,0
6400,"['tong4', 'tiao3', 'tiao3', 'tiao6', 'tiao7', 'wan2', 'wan4', 'wan5', 'wan6', 'nan', 'bei', 'bb', 'bb']","['flower1', 'flower3']",9,2,4,2,2,0,0,4,0
6401,"['tong1', 'tong1', 'tong1', 'tiao3', 'tiao4', 'tiao5', 'wan6', 'dong', 'nan', 'nan', 'xi', 'hz', 'hz']",[],14,1,1,0,3,1,0,2,0
6402,"['tong1', 'tong1', 'tong2', 'tong5', 'tong6', 'tiao2', 'tiao6', 'tiao6', 'tiao7', 'tiao8', 'wan3', 'bei', 'fc']",[],11,2,3,0,2,0,0,6,0
6403,"['tong6', 'tong8', 'tiao2', 'tiao4', 'tiao8', 'tiao9', 'wan6', 'wan7', 'wan8', 'wan9', 'dong', 'xi', 'bei']",[],7,4,3,0,0,0,0,6,0
6404,"['tong1', 'tong4', 'tong5', 'tiao2', 'tiao3', 'tiao8', 'tiao8', 'tiao9', 'wan1', 'wan4', 'wan4', 'bei', 'hz']",['flower4'],8,1,1,1,2,0,0,4,0
6405,"['tong1', 'tong4', 'tong5', 'tong8', 'tiao2', 'tiao6', 'tiao9', 'wan2', 'wan6', 'wan7', 'wan7', 'bei', 'bb']","['flower1', 'flower2']",6,2,1,2,1,0,0,2,0
6406,"['tong4', 'tong5', 'tiao2', 'tiao4', 'wan2', 'wan2', 'wan3', 'wan4', 'wan5', 'wan5', 'wan6', 'bei', 'hz']",[],13,4,2,0,2,0,0,8,0
6407,"['tong1', 'tong2', 'tong5', 'tong7', 'tong7', 'tong8', 'tiao2', 'tiao8', 'tiao9', 'wan3', 'wan6', 'wan6', 'nan']",[],10,2,4,0,2,0,0,5,0
6408,"['tong3', 'tong3', 'tong5', 'tiao2', 'tiao6', 'tiao6', 'tiao8', 'wan3', 'wan5', 'wan5', 'wan8', 'xi', 'hz']","['flower2', 'flower3', 'flower4']",13,3,4,3,3,0,0,5,0
6409,"['tong4', 'tong5', 'tong6', 'tong8', 'tong9', 'tiao3', 'tiao6', 'tiao7', 'nan', 'bei', 'hz', 'bb', 'fc']","['flower1', 'flower4']",9,2,3,2,0,0,0,5,1
6410,"['tong1', 'tong2', 'tong3', 'tong6', 'tong6', 'tong7', 'tong8', 'tiao7', 'tiao9', 'wan4', 'wan9', 'fc', 'fc']",[],12,1,1,0,2,0,0,6,0
6411,"['tong1', 'tong3', 'tiao3', 'tiao3', 'tiao3', 'tiao5', 'tiao7', 'wan1', 'wan3', 'wan3', 'wan5', 'xi', 'bb']",['flower4'],15,2,2,1,2,1,0,8,0
6412,"['tong2', 'tong4', 'tong5', 'tong8', 'tiao1', 'tiao6', 'tiao7', 'tiao8', 'wan6', 'wan7', 'wan9', 'bei', 'hz']",['flower3'],6,4,1,1,0,0,0,6,0
6413,"['tong1', 'tong4', 'tong5', 'tong7', 'tong8', 'tong9', 'tiao2', 'tiao7', 'wan1', 'wan2', 'wan6', 'hz', 'bb']",[],6,2,1,0,0,0,0,5,0
6414,"['tong4', 'tong6', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'tiao9', 'wan1', 'wan2', 'wan8', 'nan', 'bei', 'bei']",[],9,2,2,0,1,0,0,5,0
6415,"['tong3', 'tong3', 'tong4', 'tong6', 'tong9', 'tiao4', 'tiao8', 'wan2', 'wan4', 'wan7', 'xi', 'hz', 'bb']",[],7,3,2,0,1,0,0,4,0
6416,"['tong9', 'tiao2', 'tiao4', 'tiao6', 'tiao7', 'tiao9', 'wan3', 'wan7', 'wan9', 'wan9', 'nan', 'hz', 'hz']",['flower1'],11,1,4,1,2,0,0,5,0
6417,"['tong1', 'tong2', 'tong3', 'tong3', 'tiao2', 'tiao4', 'tiao5', 'wan1', 'wan4', 'wan5', 'wan6', 'nan', 'fc']",['flower4'],9,4,1,1,1,0,0,6,0
6418,"['tong1', 'tong4', 'tong6', 'tong9', 'tong9', 'tiao3', 'tiao5', 'tiao9', 'wan1', 'wan5', 'wan6', 'nan', 'bei']","['flower1', 'flower3']",5,2,4,2,1,0,0,3,0
6419,"['tong1', 'tong2', 'tong3', 'tong4', 'tong5', 'tong5', 'tong7', 'tiao2', 'wan3', 'wan6', 'wan7', 'dong', 'nan']",['flower1'],10,1,4,1,1,0,0,7,0
6420,"['tong2', 'tong2', 'tong7', 'tiao2', 'tiao5', 'tiao6', 'tiao8', 'tiao9', 'wan2', 'wan6', 'dong', 'nan', 'bei']",[],6,4,3,0,1,0,0,3,0
6421,"['tong1', 'tong9', 'tiao2', 'tiao6', 'tiao7', 'wan1', 'wan2', 'wan3', 'wan7', 'wan8', 'wan9', 'nan', 'nan']",[],9,2,1,0,1,0,0,5,0
6422,"['tong1', 'tong2', 'tong3', 'tong6', 'tong9', 'tiao3', 'wan1', 'wan2', 'wan4', 'wan4', 'wan6', 'wan7', 'fc']",['flower2'],10,2,1,1,1,0,0,7,0
6423,"['tong2', 'tong2', 'tong3', 'tong3', 'tong6', 'tong7', 'tiao7', 'wan2', 'wan3', 'wan8', 'wan8', 'xi', 'fc']",[],11,2,4,0,3,0,0,4,0
6424,"['tong3', 'tong5', 'tong6', 'tong6', 'tiao2', 'tiao7', 'wan1', 'wan7', 'wan8', 'nan', 'xi', 'hz', 'fc']",[],6,4,3,0,1,0,0,3,0
6425,"['tong1', 'tong2', 'tong3', 'tong5', 'tong9', 'tong9', 'tiao1', 'tiao3', 'tiao6', 'wan8', 'wan9', 'dong', 'dong']",[],11,2,2,0,2,0,0,5,0
6426,"['tong3', 'tiao1', 'tiao2', 'tiao3', 'tiao6', 'tiao6', 'tiao9', 'wan3', 'wan5', 'wan9', 'dong', 'nan', 'fc']","['flower1', 'flower4']",6,2,1,2,1,0,0,3,0
6427,"['tong3', 'tong5', 'tiao2', 'tiao2', 'tiao8', 'tiao8', 'wan1', 'wan2', 'wan6', 'wan8', 'wan9', 'bei', 'hz']",['flower4'],8,3,2,1,2,0,0,4,0
6428,"['tong5', 'tong7', 'tiao3', 'tiao8', 'tiao8', 'tiao9', 'wan3', 'wan4', 'nan', 'bei', 'hz', 'hz', 'bb']",[],10,3,3,0,2,0,0,4,0
6429,"['tong4', 'tong7', 'tiao1', 'tiao8', 'tiao9', 'wan3', 'wan4', 'wan7', 'wan8', 'wan9', 'wan9', 'bei', 'fc']","['flower1', 'flower2', 'flower3', 'flower4']",8,3,2,4,1,0,0,4,0
6430,"['tong1', 'tong2', 'tong3', 'tong6', 'tong8', 'tiao3', 'tiao9', 'tiao9', 'wan1', 'wan2', 'wan3', 'bei', 'bei']",[],11,1,3,0,2,0,0,5,0
6431,"['tong9', 'tiao1', 'wan3', 'wan5', 'wan6', 'wan6', 'wan9', 'dong', 'dong', 'nan', 'hz', 'bb', 'fc']",[],8,3,4,0,2,0,0,2,0
6432,"['tong2', 'tong3', 'tiao2', 'tiao5', 'tiao8', 'tiao9', 'wan3', 'wan4', 'wan5', 'wan6', 'dong', 'xi', 'hz']","['flower1', 'flower4']",6,3,1,2,0,0,0,5,0
6433,"['tong3', 'tong3', 'tong4', 'tong5', 'tong6', 'tiao2', 'tiao3', 'tiao4', 'tiao8', 'wan4', 'wan8', 'xi', 'xi']",['flower4'],12,4,2,1,2,0,0,6,0
6434,"['tong2', 'tong3', 'tong8', 'tong8', 'tiao7', 'tiao9', 'wan2', 'wan5', 'wan7', 'wan8', 'wan8', 'wan9', 'xi']",[],11,1,4,0,2,0,0,6,0
6435,"['tong1', 'tong4', 'tiao1', 'tiao3', 'tiao8', 'tiao8', 'tiao9', 'wan3', 'wan4', 'wan6', 'nan', 'bei', 'hz']",[],8,1,2,0,1,0,0,5,0
6436,"['tong4', 'tong4', 'tong4', 'tiao1', 'tiao4', 'wan2', 'wan6', 'wan6', 'wan8', 'wan9', 'dong', 'xi', 'fc']",[],11,3,3,0,2,1,0,3,0
6437,"['tong1', 'tong2', 'tong7', 'tong8', 'tiao1', 'tiao7', 'tiao8', 'tiao9', 'tiao9', 'wan9', 'nan', 'fc', 'fc']",[],10,4,1,0,2,0,0,4,0
6438,"['tong9', 'tiao4', 'tiao6', 'tiao8', 'tiao9', 'tiao9', 'wan1', 'wan5', 'wan6', 'wan9', 'wan9', 'xi', 'bb']","['flower1', 'flower2']",10,1,2,2,2,0,0,4,0
6439,"['tong6', 'tong6', 'tong9', 'tiao8', 'tiao8', 'wan2', 'wan3', 'wan5', 'wan7', 'wan8', 'wan8', 'dong', 'fc']",[],11,3,3,0,3,0,0,4,0
6440,"['tong6', 'tong7', 'tong9', 'wan2', 'wan5', 'wan6', 'wan9', 'nan', 'xi', 'bei', 'hz', 'fc', 'fc']",['flower4'],11,4,3,1,1,0,0,3,1
6441,"['tong1', 'tong6', 'tong7', 'tong8', 'tiao2', 'tiao5', 'tiao9', 'wan2', 'wan3', 'wan5', 'wan7', 'dong', 'hz']",['flower1'],6,4,1,1,0,0,0,5,0
6442,"['tong2', 'tong5', 'tong7', 'tong7', 'tong8', 'tong8', 'tiao1', 'tiao5', 'dong', 'nan', 'bei', 'hz', 'hz']",[],15,4,2,0,3,0,0,3,1
6443,"['tong1', 'tong1', 'tong6', 'tong7', 'tong7', 'tong9', 'tiao2', 'tiao8', 'tiao9', 'wan1', 'wan6', 'wan7', 'hz']",[],10,2,4,0,2,0,0,5,0
6444,"['tong3', 'tong4', 'tong6', 'tong8', 'tiao4', 'tiao4', 'tiao5', 'tiao6', 'wan7', 'wan8', 'nan', 'bei', 'bb']",[],10,3,2,0,1,0,0,7,0
6445,"['tong5', 'tong8', 'tong9', 'tiao5', 'tiao6', 'tiao7', 'tiao8', 'wan3', 'wan7', 'wan7', 'dong', 'nan', 'bei']",['flower2'],6,4,1,1,1,0,0,4,0
6446,"['tong3', 'tong4', 'tong7', 'tiao5', 'tiao5', 'tiao6', 'tiao6', 'wan3', 'wan4', 'wan9', 'nan', 'bb']","['flower3', 'flower4']",10,4,3,2,2,0,0,4,0
6447,"['tong2', 'tong3', 'tong4', 'tong5', 'tong6', 'tiao2', 'tiao6', 'tiao9', 'tiao9', 'wan1', 'wan9', 'xi', 'xi']",['flower1'],11,1,1,1,2,0,0,4,0
6448,"['tong1', 'tong3', 'tong4', 'tong5', 'tong9', 'tiao1', 'tiao6', 'wan3', 'wan3', 'wan4', 'wan6', 'dong', 'nan']",['flower2'],8,3,4,1,1,0,0,6,0
6449,"['tong1', 'tong2', 'tong4', 'tong4', 'tong4', 'tong6', 'tiao1', 'tiao1', 'tiao7', 'wan5', 'wan9', 'fc', 'fc']",['flower3'],15,1,4,1,3,1,0,5,0
6450,"['tong2', 'tong5', 'tong8', 'tong9', 'tiao9', 'tiao9', 'wan6', 'wan8', 'wan8', 'wan9', 'dong', 'xi', 'hz']",['flower2'],8,3,4,1,2,0,0,4,0
6451,"['tong2', 'tong2', 'tong2', 'tong2', 'tong3', 'tong7', 'tong7', 'tiao7', 'tiao9', 'wan2', 'wan8', 'xi', 'wan4']","['flower1', 'flower2', 'flower3']",18,2,4,3,2,1,1,6,0
6452,"['tong2', 'tong8', 'tiao3', 'tiao3', 'tiao5', 'tiao9', 'wan1', 'wan4', 'wan8', 'nan', 'hz', 'fc', 'fc']",[],8,1,2,0,2,0,0,2,0
